"Sun, Nov 9, 2014",,"Miami Heat",,"Dallas Mavericks",,,
"Sun, Nov 9, 2014",,"Utah Jazz",,"Detroit Pistons",,,
"Sun, Nov 9, 2014",,"Charlotte Hornets",,"Los Angeles Lakers",,,
"Sun, Nov 9, 2014",,"Sacramento Kings",,"Oklahoma City Thunder",,,
"Sun, Nov 9, 2014",,"Golden State Warriors",,"Phoenix Suns",,,
"Sun, Nov 9, 2014",,"Denver Nuggets",,"Portland Trail Blazers",,,
"Sun, Nov 9, 2014",,"Philadelphia 76ers",,"Toronto Raptors",,,
"Mon, Nov 10, 2014",,"Detroit Pistons",,"Chicago Bulls",,,
"Mon, Nov 10, 2014",,"New Orleans Pelicans",,"Cleveland Cavaliers",,,
"Mon, Nov 10, 2014",,"Utah Jazz",,"Indiana Pacers",,,
"Mon, Nov 10, 2014",,"San Antonio Spurs",,"Los Angeles Clippers",,,
"Mon, Nov 10, 2014",,"Atlanta Hawks",,"New York Knicks",,,
"Tue, Nov 11, 2014",,"Sacramento Kings",,"Dallas Mavericks",,,
"Tue, Nov 11, 2014",,"San Antonio Spurs",,"Golden State Warriors",,,
"Tue, Nov 11, 2014",,"Los Angeles Lakers",,"Memphis Grizzlies",,,
"Tue, Nov 11, 2014",,"Oklahoma City Thunder",,"Milwaukee Bucks",,,
"Tue, Nov 11, 2014",,"Charlotte Hornets",,"Portland Trail Blazers",,,
"Tue, Nov 11, 2014",,"Orlando Magic",,"Toronto Raptors",,,
"Wed, Nov 12, 2014",,"Utah Jazz",,"Atlanta Hawks",,,
"Wed, Nov 12, 2014",,"Oklahoma City Thunder",,"Boston Celtics",,,
"Wed, Nov 12, 2014",,"Portland Trail Blazers",,"Denver Nuggets",,,
"Wed, Nov 12, 2014",,"Indiana Pacers",,"Miami Heat",,,
"Wed, Nov 12, 2014",,"Houston Rockets",,"Minnesota Timberwolves",,,"at Mexico City Arena, Mexico City, Mexico"
"Wed, Nov 12, 2014",,"Los Angeles Lakers",,"New Orleans Pelicans",,,
"Wed, Nov 12, 2014",,"Orlando Magic",,"New York Knicks",,,
"Wed, Nov 12, 2014",,"Brooklyn Nets",,"Phoenix Suns",,,
"Wed, Nov 12, 2014",,"Detroit Pistons",,"Washington Wizards",,,
"Thu, Nov 13, 2014",,"Philadelphia 76ers",,"Dallas Mavericks",,,
"Thu, Nov 13, 2014",,"Brooklyn Nets",,"Golden State Warriors",,,
"Thu, Nov 13, 2014",,"Sacramento Kings",,"Memphis Grizzlies",,,
"Thu, Nov 13, 2014",,"Chicago Bulls",,"Toronto Raptors",,,
"Fri, Nov 14, 2014",,"Miami Heat",,"Atlanta Hawks",,,
"Fri, Nov 14, 2014",,"Cleveland Cavaliers",,"Boston Celtics",,,
"Fri, Nov 14, 2014",,"Philadelphia 76ers",,"Houston Rockets",,,
"Fri, Nov 14, 2014",,"Denver Nuggets",,"Indiana Pacers",,,
"Fri, Nov 14, 2014",,"San Antonio Spurs",,"Los Angeles Lakers",,,
"Fri, Nov 14, 2014",,"Minnesota Timberwolves",,"New Orleans Pelicans",,,
"Fri, Nov 14, 2014",,"Utah Jazz",,"New York Knicks",,,
"Fri, Nov 14, 2014",,"Detroit Pistons",,"Oklahoma City Thunder",,,
"Fri, Nov 14, 2014",,"Milwaukee Bucks",,"Orlando Magic",,,
"Fri, Nov 14, 2014",,"Charlotte Hornets",,"Phoenix Suns",,,
"Sat, Nov 15, 2014",,"Indiana Pacers",,"Chicago Bulls",,,
"Sat, Nov 15, 2014",,"Atlanta Hawks",,"Cleveland Cavaliers",,,
"Sat, Nov 15, 2014",,"Minnesota Timberwolves",,"Dallas Mavericks",,,
"Sat, Nov 15, 2014",,"Charlotte Hornets",,"Golden State Warriors",,,
"Sat, Nov 15, 2014",,"Phoenix Suns",,"Los Angeles Clippers",,,
"Sat, Nov 15, 2014",,"Detroit Pistons",,"Memphis Grizzlies",,,
"Sat, Nov 15, 2014",,"Brooklyn Nets",,"Portland Trail Blazers",,,
"Sat, Nov 15, 2014",,"San Antonio Spurs",,"Sacramento Kings",,,
"Sat, Nov 15, 2014",,"Utah Jazz",,"Toronto Raptors",,,
"Sat, Nov 15, 2014",,"Orlando Magic",,"Washington Wizards",,,
"Sun, Nov 16, 2014",,"Golden State Warriors",,"Los Angeles Lakers",,,
"Sun, Nov 16, 2014",,"Milwaukee Bucks",,"Miami Heat",,,
"Sun, Nov 16, 2014",,"Denver Nuggets",,"New York Knicks",,,
"Sun, Nov 16, 2014",,"Houston Rockets",,"Oklahoma City Thunder",,,
"Mon, Nov 17, 2014",,"Phoenix Suns",,"Boston Celtics",,,
"Mon, Nov 17, 2014",,"Miami Heat",,"Brooklyn Nets",,,
"Mon, Nov 17, 2014",,"Dallas Mavericks",,"Charlotte Hornets",,,
"Mon, Nov 17, 2014",,"Denver Nuggets",,"Cleveland Cavaliers",,,
"Mon, Nov 17, 2014",,"Orlando Magic",,"Detroit Pistons",,,
"Mon, Nov 17, 2014",,"Chicago Bulls",,"Los Angeles Clippers",,,
"Mon, Nov 17, 2014",,"Houston Rockets",,"Memphis Grizzlies",,,
"Mon, Nov 17, 2014",,"New Orleans Pelicans",,"Portland Trail Blazers",,,
"Mon, Nov 17, 2014",,"Philadelphia 76ers",,"San Antonio Spurs",,,
"Tue, Nov 18, 2014",,"Los Angeles Lakers",,"Atlanta Hawks",,,
"Tue, Nov 18, 2014",,"New York Knicks",,"Milwaukee Bucks",,,
"Tue, Nov 18, 2014",,"New Orleans Pelicans",,"Sacramento Kings",,,
"Tue, Nov 18, 2014",,"Oklahoma City Thunder",,"Utah Jazz",,,
"Wed, Nov 19, 2014",,"Milwaukee Bucks",,"Brooklyn Nets",,,
"Wed, Nov 19, 2014",,"San Antonio Spurs",,"Cleveland Cavaliers",,,
"Wed, Nov 19, 2014",,"Oklahoma City Thunder",,"Denver Nuggets",,,
"Wed, Nov 19, 2014",,"Phoenix Suns",,"Detroit Pistons",,,
"Wed, Nov 19, 2014",,"Los Angeles Lakers",,"Houston Rockets",,,
"Wed, Nov 19, 2014",,"Charlotte Hornets",,"Indiana Pacers",,,
"Wed, Nov 19, 2014",,"New York Knicks",,"Minnesota Timberwolves",,,
"Wed, Nov 19, 2014",,"Los Angeles Clippers",,"Orlando Magic",,,
"Wed, Nov 19, 2014",,"Boston Celtics",,"Philadelphia 76ers",,,
"Wed, Nov 19, 2014",,"Memphis Grizzlies",,"Toronto Raptors",,,
"Wed, Nov 19, 2014",,"Dallas Mavericks",,"Washington Wizards",,,
"Thu, Nov 20, 2014",,"Los Angeles Clippers",,"Miami Heat",,,
"Thu, Nov 20, 2014",,"Chicago Bulls",,"Sacramento Kings",,,
"Fri, Nov 21, 2014",,"Detroit Pistons",,"Atlanta Hawks",,,
"Fri, Nov 21, 2014",,"Orlando Magic",,"Charlotte Hornets",,,
"Fri, Nov 21, 2014",,"Los Angeles Lakers",,"Dallas Mavericks",,,
"Fri, Nov 21, 2014",,"New Orleans Pelicans",,"Denver Nuggets",,,
"Fri, Nov 21, 2014",,"Utah Jazz",,"Golden State Warriors",,,
"Fri, Nov 21, 2014",,"Boston Celtics",,"Memphis Grizzlies",,,
"Fri, Nov 21, 2014",,"San Antonio Spurs",,"Minnesota Timberwolves",,,
"Fri, Nov 21, 2014",,"Brooklyn Nets",,"Oklahoma City Thunder",,,
"Fri, Nov 21, 2014",,"Phoenix Suns",,"Philadelphia 76ers",,,
"Fri, Nov 21, 2014",,"Chicago Bulls",,"Portland Trail Blazers",,,
"Fri, Nov 21, 2014",,"Milwaukee Bucks",,"Toronto Raptors",,,
"Fri, Nov 21, 2014",,"Cleveland Cavaliers",,"Washington Wizards",,,
"Sat, Nov 22, 2014",,"Toronto Raptors",,"Cleveland Cavaliers",,,
"Sat, Nov 22, 2014",,"Dallas Mavericks",,"Houston Rockets",,,
"Sat, Nov 22, 2014",,"Phoenix Suns",,"Indiana Pacers",,,
"Sat, Nov 22, 2014",,"Washington Wizards",,"Milwaukee Bucks",,,
"Sat, Nov 22, 2014",,"Sacramento Kings",,"Minnesota Timberwolves",,,
"Sat, Nov 22, 2014",,"Philadelphia 76ers",,"New York Knicks",,,
"Sat, Nov 22, 2014",,"Miami Heat",,"Orlando Magic",,,
"Sat, Nov 22, 2014",,"Brooklyn Nets",,"San Antonio Spurs",,,
"Sat, Nov 22, 2014",,"New Orleans Pelicans",,"Utah Jazz",,,
"Sun, Nov 23, 2014",,"Portland Trail Blazers",,"Boston Celtics",,,
"Sun, Nov 23, 2014",,"Denver Nuggets",,"Los Angeles Lakers",,,
"Sun, Nov 23, 2014",,"Los Angeles Clippers",,"Memphis Grizzlies",,,
"Sun, Nov 23, 2014",,"Charlotte Hornets",,"Miami Heat",,,
"Sun, Nov 23, 2014",,"Golden State Warriors",,"Oklahoma City Thunder",,,
"Mon, Nov 24, 2014",,"Los Angeles Clippers",,"Charlotte Hornets",,,
"Mon, Nov 24, 2014",,"Orlando Magic",,"Cleveland Cavaliers",,,
"Mon, Nov 24, 2014",,"Indiana Pacers",,"Dallas Mavericks",,,
"Mon, Nov 24, 2014",,"New York Knicks",,"Houston Rockets",,,
"Mon, Nov 24, 2014",,"Portland Trail Blazers",,"Philadelphia 76ers",,,
"Mon, Nov 24, 2014",,"Phoenix Suns",,"Toronto Raptors",,,
"Mon, Nov 24, 2014",,"Chicago Bulls",,"Utah Jazz",,,
"Tue, Nov 25, 2014",,"Chicago Bulls",,"Denver Nuggets",,,
"Tue, Nov 25, 2014",,"Golden State Warriors",,"Miami Heat",,,
"Tue, Nov 25, 2014",,"Detroit Pistons",,"Milwaukee Bucks",,,
"Tue, Nov 25, 2014",,"Sacramento Kings",,"New Orleans Pelicans",,,
"Tue, Nov 25, 2014",,"Atlanta Hawks",,"Washington Wizards",,,
"Wed, Nov 26, 2014",,"Toronto Raptors",,"Atlanta Hawks",,,
"Wed, Nov 26, 2014",,"Portland Trail Blazers",,"Charlotte Hornets",,,
"Wed, Nov 26, 2014",,"Washington Wizards",,"Cleveland Cavaliers",,,
"Wed, Nov 26, 2014",,"New York Knicks",,"Dallas Mavericks",,,
"Wed, Nov 26, 2014",,"Los Angeles Clippers",,"Detroit Pistons",,,
"Wed, Nov 26, 2014",,"Sacramento Kings",,"Houston Rockets",,,
"Wed, Nov 26, 2014",,"Memphis Grizzlies",,"Los Angeles Lakers",,,
"Wed, Nov 26, 2014",,"Milwaukee Bucks",,"Minnesota Timberwolves",,,
"Wed, Nov 26, 2014",,"Utah Jazz",,"Oklahoma City Thunder",,,
"Wed, Nov 26, 2014",,"Golden State Warriors",,"Orlando Magic",,,
"Wed, Nov 26, 2014",,"Brooklyn Nets",,"Philadelphia 76ers",,,
"Wed, Nov 26, 2014",,"Denver Nuggets",,"Phoenix Suns",,,
"Wed, Nov 26, 2014",,"Indiana Pacers",,"San Antonio Spurs",,,
"Fri, Nov 28, 2014",,"New Orleans Pelicans",,"Atlanta Hawks",,,
"Fri, Nov 28, 2014",,"Chicago Bulls",,"Boston Celtics",,,
"Fri, Nov 28, 2014",,"Golden State Warriors",,"Charlotte Hornets",,,
"Fri, Nov 28, 2014",,"Phoenix Suns",,"Denver Nuggets",,,
"Fri, Nov 28, 2014",,"Milwaukee Bucks",,"Detroit Pistons",,,
"Fri, Nov 28, 2014",,"Los Angeles Clippers",,"Houston Rockets",,,
"Fri, Nov 28, 2014",,"Orlando Magic",,"Indiana Pacers",,,
"Fri, Nov 28, 2014",,"Minnesota Timberwolves",,"Los Angeles Lakers",,,
"Fri, Nov 28, 2014",,"New York Knicks",,"Oklahoma City Thunder",,,
"Fri, Nov 28, 2014",,"Memphis Grizzlies",,"Portland Trail Blazers",,,
"Fri, Nov 28, 2014",,"Sacramento Kings",,"San Antonio Spurs",,,
"Fri, Nov 28, 2014",,"Dallas Mavericks",,"Toronto Raptors",,,
"Sat, Nov 29, 2014",,"Charlotte Hornets",,"Atlanta Hawks",,,
"Sat, Nov 29, 2014",,"Indiana Pacers",,"Cleveland Cavaliers",,,
"Sat, Nov 29, 2014",,"Houston Rockets",,"Milwaukee Bucks",,,
"Sat, Nov 29, 2014",,"Dallas Mavericks",,"Philadelphia 76ers",,,
"Sat, Nov 29, 2014",,"Los Angeles Clippers",,"Utah Jazz",,,
"Sat, Nov 29, 2014",,"New Orleans Pelicans",,"Washington Wizards",,,
"Sun, Nov 30, 2014",,"San Antonio Spurs",,"Boston Celtics",,,
"Sun, Nov 30, 2014",,"Chicago Bulls",,"Brooklyn Nets",,,
"Sun, Nov 30, 2014",,"Golden State Warriors",,"Detroit Pistons",,,
"Sun, Nov 30, 2014",,"Toronto Raptors",,"Los Angeles Lakers",,,
"Sun, Nov 30, 2014",,"Miami Heat",,"New York Knicks",,,
"Sun, Nov 30, 2014",,"Orlando Magic",,"Phoenix Suns",,,
"Sun, Nov 30, 2014",,"Minnesota Timberwolves",,"Portland Trail Blazers",,,
"Sun, Nov 30, 2014",,"Memphis Grizzlies",,"Sacramento Kings",,,
"Mon, Dec 1, 2014",,"Minnesota Timberwolves",,"Los Angeles Clippers",,,
"Mon, Dec 1, 2014",,"San Antonio Spurs",,"Philadelphia 76ers",,,
"Mon, Dec 1, 2014",,"Denver Nuggets",,"Utah Jazz",,,
"Mon, Dec 1, 2014",,"Miami Heat",,"Washington Wizards",,,
"Tue, Dec 2, 2014",,"Boston Celtics",,"Atlanta Hawks",,,
"Tue, Dec 2, 2014",,"Dallas Mavericks",,"Chicago Bulls",,,
"Tue, Dec 2, 2014",,"Milwaukee Bucks",,"Cleveland Cavaliers",,,
"Tue, Dec 2, 2014",,"Portland Trail Blazers",,"Denver Nuggets",,,
"Tue, Dec 2, 2014",,"Los Angeles Lakers",,"Detroit Pistons",,,
"Tue, Dec 2, 2014",,"Orlando Magic",,"Golden State Warriors",,,
"Tue, Dec 2, 2014",,"Oklahoma City Thunder",,"New Orleans Pelicans",,,
"Tue, Dec 2, 2014",,"Brooklyn Nets",,"New York Knicks",,,
"Tue, Dec 2, 2014",,"Indiana Pacers",,"Phoenix Suns",,,
"Tue, Dec 2, 2014",,"Toronto Raptors",,"Sacramento Kings",,,
"Wed, Dec 3, 2014",,"Detroit Pistons",,"Boston Celtics",,,
"Wed, Dec 3, 2014",,"San Antonio Spurs",,"Brooklyn Nets",,,
"Wed, Dec 3, 2014",,"Chicago Bulls",,"Charlotte Hornets",,,
"Wed, Dec 3, 2014",,"Memphis Grizzlies",,"Houston Rockets",,,
"Wed, Dec 3, 2014",,"Orlando Magic",,"Los Angeles Clippers",,,
"Wed, Dec 3, 2014",,"Atlanta Hawks",,"Miami Heat",,,
"Wed, Dec 3, 2014",,"Dallas Mavericks",,"Milwaukee Bucks",,,
"Wed, Dec 3, 2014",,"Philadelphia 76ers",,"Minnesota Timberwolves",,,
"Wed, Dec 3, 2014",,"Toronto Raptors",,"Utah Jazz",,,
"Wed, Dec 3, 2014",,"Los Angeles Lakers",,"Washington Wizards",,,
"Thu, Dec 4, 2014",,"New Orleans Pelicans",,"Golden State Warriors",,,
"Thu, Dec 4, 2014",,"Cleveland Cavaliers",,"New York Knicks",,,
"Thu, Dec 4, 2014",,"Indiana Pacers",,"Portland Trail Blazers",,,
"Fri, Dec 5, 2014",,"Los Angeles Lakers",,"Boston Celtics",,,
"Fri, Dec 5, 2014",,"Atlanta Hawks",,"Brooklyn Nets",,,
"Fri, Dec 5, 2014",,"New York Knicks",,"Charlotte Hornets",,,
"Fri, Dec 5, 2014",,"Phoenix Suns",,"Dallas Mavericks",,,
"Fri, Dec 5, 2014",,"San Antonio Spurs",,"Memphis Grizzlies",,,
"Fri, Dec 5, 2014",,"Miami Heat",,"Milwaukee Bucks",,,
"Fri, Dec 5, 2014",,"Houston Rockets",,"Minnesota Timberwolves",,,
"Fri, Dec 5, 2014",,"Oklahoma City Thunder",,"Philadelphia 76ers",,,
"Fri, Dec 5, 2014",,"Indiana Pacers",,"Sacramento Kings",,,
"Fri, Dec 5, 2014",,"Cleveland Cavaliers",,"Toronto Raptors",,,
"Fri, Dec 5, 2014",,"Orlando Magic",,"Utah Jazz",,,
"Fri, Dec 5, 2014",,"Denver Nuggets",,"Washington Wizards",,,
"Sat, Dec 6, 2014",,"Golden State Warriors",,"Chicago Bulls",,,
"Sat, Dec 6, 2014",,"Philadelphia 76ers",,"Detroit Pistons",,,
"Sat, Dec 6, 2014",,"Phoenix Suns",,"Houston Rockets",,,
"Sat, Dec 6, 2014",,"New Orleans Pelicans",,"Los Angeles Clippers",,,
"Sat, Dec 6, 2014",,"Orlando Magic",,"Sacramento Kings",,,
"Sat, Dec 6, 2014",,"Minnesota Timberwolves",,"San Antonio Spurs",,,
"Sun, Dec 7, 2014",,"Denver Nuggets",,"Atlanta Hawks",,,
"Sun, Dec 7, 2014",,"Washington Wizards",,"Boston Celtics",,,
"Sun, Dec 7, 2014",,"Milwaukee Bucks",,"Dallas Mavericks",,,
"Sun, Dec 7, 2014",,"Oklahoma City Thunder",,"Detroit Pistons",,,
"Sun, Dec 7, 2014",,"New Orleans Pelicans",,"Los Angeles Lakers",,,
"Sun, Dec 7, 2014",,"Miami Heat",,"Memphis Grizzlies",,,
"Sun, Dec 7, 2014",,"Portland Trail Blazers",,"New York Knicks",,,
"Mon, Dec 8, 2014",,"Cleveland Cavaliers",,"Brooklyn Nets",,,
"Mon, Dec 8, 2014",,"Atlanta Hawks",,"Indiana Pacers",,,
"Mon, Dec 8, 2014",,"Phoenix Suns",,"Los Angeles Clippers",,,
"Mon, Dec 8, 2014",,"Golden State Warriors",,"Minnesota Timberwolves",,,
"Mon, Dec 8, 2014",,"Utah Jazz",,"Sacramento Kings",,,
"Mon, Dec 8, 2014",,"Denver Nuggets",,"Toronto Raptors",,,
"Mon, Dec 8, 2014",,"Boston Celtics",,"Washington Wizards",,,
"Tue, Dec 9, 2014",,"Toronto Raptors",,"Cleveland Cavaliers",,,
"Tue, Dec 9, 2014",,"Portland Trail Blazers",,"Detroit Pistons",,,
"Tue, Dec 9, 2014",,"Sacramento Kings",,"Los Angeles Lakers",,,
"Tue, Dec 9, 2014",,"Dallas Mavericks",,"Memphis Grizzlies",,,
"Tue, Dec 9, 2014",,"New York Knicks",,"New Orleans Pelicans",,,
"Tue, Dec 9, 2014",,"Milwaukee Bucks",,"Oklahoma City Thunder",,,
"Tue, Dec 9, 2014",,"Miami Heat",,"Phoenix Suns",,,
"Tue, Dec 9, 2014",,"San Antonio Spurs",,"Utah Jazz",,,
"Wed, Dec 10, 2014",,"Philadelphia 76ers",,"Atlanta Hawks",,,
"Wed, Dec 10, 2014",,"Brooklyn Nets",,"Chicago Bulls",,,
"Wed, Dec 10, 2014",,"Boston Celtics",,"Charlotte Hornets",,,
"Wed, Dec 10, 2014",,"New Orleans Pelicans",,"Dallas Mavericks",,,
"Wed, Dec 10, 2014",,"Miami Heat",,"Denver Nuggets",,,
"Wed, Dec 10, 2014",,"Houston Rockets",,"Golden State Warriors",,,
"Wed, Dec 10, 2014",,"Los Angeles Clippers",,"Indiana Pacers",,,
"Wed, Dec 10, 2014",,"Portland Trail Blazers",,"Minnesota Timberwolves",,,
"Wed, Dec 10, 2014",,"Washington Wizards",,"Orlando Magic",,,
"Wed, Dec 10, 2014",,"New York Knicks",,"San Antonio Spurs",,,
"Thu, Dec 11, 2014",,"Cleveland Cavaliers",,"Oklahoma City Thunder",,,
"Thu, Dec 11, 2014",,"Houston Rockets",,"Sacramento Kings",,,
"Fri, Dec 12, 2014",,"Orlando Magic",,"Atlanta Hawks",,,
"Fri, Dec 12, 2014",,"New York Knicks",,"Boston Celtics",,,
"Fri, Dec 12, 2014",,"Philadelphia 76ers",,"Brooklyn Nets",,,
"Fri, Dec 12, 2014",,"Portland Trail Blazers",,"Chicago Bulls",,,
"Fri, Dec 12, 2014",,"Charlotte Hornets",,"Memphis Grizzlies",,,
"Fri, Dec 12, 2014",,"Oklahoma City Thunder",,"Minnesota Timberwolves",,,
"Fri, Dec 12, 2014",,"Cleveland Cavaliers",,"New Orleans Pelicans",,,
"Fri, Dec 12, 2014",,"Detroit Pistons",,"Phoenix Suns",,,
"Fri, Dec 12, 2014",,"Los Angeles Lakers",,"San Antonio Spurs",,,
"Fri, Dec 12, 2014",,"Indiana Pacers",,"Toronto Raptors",,,
"Fri, Dec 12, 2014",,"Miami Heat",,"Utah Jazz",,,
"Fri, Dec 12, 2014",,"Los Angeles Clippers",,"Washington Wizards",,,
